title,desc
膝,膝（ひざ）は脚（足）の関節部で、腿（もも）と脛（すね）とを繋ぐ部分のことを指す。膝の前面を膝頭（ひざがしら）、膝小僧（ひざこぞう）という。後面はひかがみ（膕、引屈）という。
ひこぼし,ひこぼし（彦星）は星の名前。転じて、物の名称等にも使われる。
ピザ,"ピザ（伊: pizza[注 1][注 2][注 3]）は、小麦粉、水、塩、イースト、砂糖、少量のオリーブ油をこねた後に発酵させて作った生地を丸く薄くのばし、その上に具を乗せ、オーブンや専用の竃などで焼いた食品である。ピッツァとも言う。小サイズのものは、区別してピッツェッタ（伊: pizzetta）と呼ばれることもある。
"
太陽光,太陽光（たいようこう、英: sunlight）とは、太陽が放つ光である。日光（にっこう）とも言う。地球における生物の営みや気候などに多大な影響を与えている。人類も、太陽の恵みとも言われる日の光の恩恵を享受してきた。
肘,肘（ひじ、肱、臂）は、人間の腕の移行部で、上腕と前腕を繋ぐ肘関節（ちゅうかんせつ）と、これらを取り巻く筋や腱のことを指す。脚における膝に対応する。狭義には、腕を折り曲げたときに外側になる部分を指す。
ヒジキ,ヒジキ（鹿尾菜、羊栖菜、学名：Sargassum fusiforme）は、褐藻類ホンダワラ科ホンダワラ属の海藻の1種である。波の荒い海岸近くの岩場の潮間帯付近に繁茂し、春から初夏に胞子嚢を付けて成熟する。
ビスケット,ビスケット（英: biscuit[注 1]）は、小麦粉を主材料に焼いた洋菓子である。小麦粉に牛乳、ショートニング、バター、砂糖などを混ぜて、サクサクした食感に焼いたもの。チョコレート、ナッツ、果実加工品などが加えられる場合もある。
微生物,微生物（びせいぶつ）とは、肉眼でその存在が判別できず、顕微鏡などによって観察できる程度以下の大きさの生物を指す。微生物を研究する学問分野を微生物学と言う。
左利き,"左利き（ひだりきき）とは、一般的に人間の手の利き手が左であること、またはそのような人のことを指す。ただし広義には手・腕だけでなく、脚、目、耳のいずれかが左優位の場合にも用いられる。
"
ヒトデ,ヒトデ（海星、人手、海盤車）は、棘皮動物門のいくつかの綱の総称。ヒトデ綱、クモヒトデ綱と、いくつかの絶滅綱からなる。これらは星形動物亜門として一括されることもあるが、亜門・上綱の分類は一定しない。棘皮動物に含まれるヒトデ以外のグループには、ウニやナマコなどがある。
瞳,"瞳（ひとみ）
"
雛祭り,雛祭り（ひなまつり）は、日本において、女子の健やかな成長を祈る節句の年中行事。
ヒノキ,ヒノキ（檜、桧、学名：Chamaecyparis obtusa）は、ヒノキ科ヒノキ属の針葉樹。人工林として多く植栽されている。
干物,干物（ひもの）は、魚などの魚介類の身を干した乾物である[1]。「干物」は「乾製品」(dried product) と同義とされている[2]。日本のみならず世界各国で作られている。
ヒヤシンス,ヒアシンス[2][1]（風信子、飛信子、学名: Hyacinthus orientalis）は、ツルボ亜科ヒアシンス属の球根性多年草。ヒヤシンスとも表記する。耐寒性秋植え球根として扱われ、鉢植えや水栽培などで観賞される。
ヒョウ,"ヒョウ（豹、Panthera pardus）は、哺乳綱食肉目ネコ科ヒョウ属に分類される食肉類。
"
標本,標本（ひょうほん）は、全体の中から取り出し観察・調査を行う一部分をいう。分野によって特定の意味を持つ場合がある。
ひよこ,ひよこ（雛）は、ニワトリのひな鳥のこと。
平仮名,"平仮名（ひらがな）とは、日本語の表記に用いられる音節文字のこと。仮名の一種で、借字（万葉仮名）を起源として成立した。借字として使われる漢字を、極度に草体化したものである。
"
ピラニア,ピラニア（ポルトガル語: piranha [piˈɾɐ̃ɲɐ]、スペイン語: piraña [piˈɾaɲa][1]）は、アマゾン川など南アメリカの熱帯地方に生息する肉食の淡水魚の総称である（特定の種や属を示す単語ではない）。ピラニアと呼ばれる魚は基本的にカラシン目セルラサルムス科セルラサルムス亜科（serrasalmus）に属する種が主だが、分類が曖昧な種もある。
ピラミッド,"ピラミッド（Pyramid、アラビア語: هرم‎ハラム）は、エジプト・中南米などに見られる四角錐状の巨石建造物の総称であり、また同様の形状の物体を指す。なかでも最も有名なものはエジプトにあるギザの大ピラミッドをはじめとする真正ピラミッド群で、その形からかつては金字塔（きんじとう）という訳語が使われていた。エジプトのピラミッドは世界でもっとも有名な遺跡の一つとされており[1]、現代においても「金字塔」は、ピラミッドのように雄大かつ揺るぎもしない後世に永く残る立派な業績（偉大な作品や事業）などを表す代名詞となっている。
"
ヒラメ,"ヒラメ（鮃、英名：Bastard halibut、学名：Paralichthys olivaceus）は、カレイ目カレイ亜目ヒラメ科に属する魚の一種。広義には、ヒラメ科とダルマガレイ科に属する魚の総称である（「ヒラメ類」の項を参照）。有眼側（目のある方）が体の左側で、日本では「左ヒラメに右カレイ」といってカレイ類と区別する（後述）。また口と歯が大きいのが特徴で、ヒラメ類のことを英語ではLarge-tooth flounders という。
"
昼,"昼（ひる）は、太陽が地平線または水平線より上に出ている時間、あるいは日の出から次の日没までのことである[1]。逆に、太陽が地平線または水平線から上に出ていない時間、あるいは日没から次の日の出までのことを夜という。
"
鰭,"ひれ（鰭）は、主に魚類などの脊椎動物が持つ、水中で動かし水をかいたり水流を制御したりすることによって、主として身体姿勢を制御することに使用する運動器である。体から薄膜状に突出する。その内部に骨や軟骨による支えがある場合が多い。
"
びわ,びわ
ファクシミリ,"ファクシミリ（英語: facsimile）は、画像情報を通信回線を通して遠隔地に伝送する機器、あるいは仕組みのこと。
"
ファミリーコンピュータ,"ファミリーコンピュータ（Family Computer）は、任天堂より1983年（昭和58年）7月15日に発売された家庭用ゲーム機。型番はHVC-001。HVCはHome Video Computerの略である。日本国内での略称・略記はファミコン・FC。任天堂の公式表記では「コンピュータ」と末尾の長音を伸ばしていない[3]。当時の発売価格は14,800円。
"
ブイ,ブイ
風車,風車（ふうしゃ、かざぐるま）は羽根車に風を受けて回転し、主に原動力を得るための装置。発電・製粉・風速計などに使われる。「かざぐるま」と読むと、羽根車に柄を付け、風の力で回して遊ぶ玩具も含まれる（風車 (玩具)参照）。
プール,プール（英: swimming pool）は、レクリエーションあるいは水泳競技（競泳、水球、シンクロナイズドスイミング、飛び込みなど）のために、人為的に水を溜め込んである空間または施設。英語では、poolは単に「水溜り」を指し、水泳用のプールのことはswimming poolと呼ぶ。尚、プールの数え方は面を使う。
笛,笛（ふえ）は気流によって音を出す器具一般を指す。元来「吹き鳴らすもの」を意味し、現在では楽器、玩具、合図、警報など広い用途で用いられる。特にエアリード構造のものを指すことが多い。
フキ,フキ（蕗、苳、款冬、菜蕗、学名：Petasites japonicus (Siebold et Zucc.) Maxim.[1]）は、キク科フキ属の多年草、雌雄異株。
風鈴,"風鈴（ふうりん）とは、日本の夏に家の軒下などに吊り下げて用いられる小型の鐘鈴である。風によって音が鳴るような仕組みになっている。
"
フキ,フキ（蕗、苳、款冬、菜蕗、学名：Petasites japonicus (Siebold et Zucc.) Maxim.[1]）は、キク科フキ属の多年草、雌雄異株。
フグ,"フグ（河豚、鰒、鮐、魨、鯸、鯺）は、フグ目、特にフグ科に属する魚の総称。
"
福袋,福袋（ふくぶくろ）とは、年始（正月）の初売りなどで、色々なものを詰めて封をして販売する袋[1]、またそれを選び取らせること[2]、そしてその商形態を指す。
腓腹筋,"腓腹筋（ひふくきん、Gastrocnemius muscle）は人間の下肢の筋肉で足関節の底屈、膝関節の屈曲を行う。該当部位をふくらはぎという。
"
フクロウ,フクロウ（梟、鴞、Strix uralensis）は、鳥綱フクロウ目フクロウ科フクロウ属に分類される鳥類。
腹話術,腹話術（ふくわじゅつ、英: ventriloquism）は、唇をほとんど閉じたまま音声を出し、他のものが喋ったり音を出したりしているように聞こえさせる芸。一般的には人形の後ろに手を入れて、人形の口を手で開閉しながら、自分は唇をほとんど閉じたまま喋る形式をとる。
頭垢,"頭垢（ふけ、雲脂）とは、頭の皮膚から発生する、うろこ状の白い老廃物。頭皮に生じた垢。
"
フジ (植物),フジ（藤、学名: Wisteria floribunda）は、マメ科フジ属のつる性落葉木本。
富士山,"富士山（ふじさん、英語: Mount Fuji）は、静岡県（富士宮市、裾野市、富士市、御殿場市、駿東郡小山町）と、山梨県（富士吉田市、南都留郡鳴沢村）に跨る活火山である。標高3776.24 m[注釈 1][4]、日本最高峰（剣ヶ峰）[注釈 2]の独立峰で、その優美な風貌は日本国外でも日本の象徴として広く知られている。数多くの芸術作品の題材とされ芸術面で大きな影響を与えただけではなく、気候や地層など地質学的にも大きな影響を与えている。懸垂曲線の山容を有した玄武岩質成層火山で構成され、その山体は駿河湾の海岸まで及ぶ。
"
ふすま,やまとことばでふすまと呼ばれるものには以下のものがある。
ブタ,"ブタ（豚、学名：Sus scrofa domesticus（仮名転写：スース・スクローファ・ドメスティクス）、英名：pig）は、哺乳綱鯨偶蹄目イノシシ科の動物で、イノシシ（Sus scrofa）を家畜化したものである。主に食用（豚肉）とされる。
"
双生児,双生児（そうせいじ）は同じ母親の胎内で同時期に発育して生まれた2人の子供である。いわゆる双子（ふたご）のことであり、多胎児の一種である。多胎児の中では一番多い。
ふたご座,"ふたご座（双子座、Gemini）は、黄道十二星座の1つ。トレミーの48星座の1つでもある。
"
フットサル,"フットサル（Futsal）は、基本的には室内で行われる、サッカーに似て非なる競技である。長らく非公式に行われ統一ルールが存在しなかったが、1989年にフットサルも国際サッカー連盟（FIFA）の所管となり、1994年には世界共通の統一ルールをまとめた。
"
ぶどう,
太股,"太股、太腿（ふともも、Thigh）は、人間の体において骨盤と膝の間の部分である。解剖学的には、下肢の一部を構成する[1]。
"
布団,布団（ふとん）は日本で広く用いられる寝具のひとつ。畳やベッドの上に敷いて、睡眠時に用いる。ベッドと違い収納することができる。主に、人が上に横たわるための敷き布団（しきぶとん）と、人の上に被せる掛け布団（かけぶとん） に分けられる。
フナ,フナ（鮒、鯽（魚+(喞-口)、鮅[1]）は、コイ目コイ科コイ亜科フナ属（Carassius）に分類される魚の総称。ユーラシア大陸において広く分布する魚の一種。
乗り物酔い,"乗り物酔い（のりものよい、英: motion sickness、独: Bewegungskrankheit）とは、航空機・列車・自動車・船舶・遊園地の遊具など、各種の乗り物が発する揺れなどの加速度によって、体の内耳にある三半規管が刺激されることで起こる身体の諸症状である。
"
船,"船（ふね、舟、舩）とは、人や物をのせて水上を渡航（移動）する目的で作られた乗り物の総称である[1]。
"
吹雪,"吹雪（ふぶき）は、降雪中の雪や積雪した雪が、強い風によって空中に舞い上げられて、視界が損なわれている気象状態のこと。降雪がない場合には地吹雪（じふぶき）と呼ばれる。降雪がある場合でも、空中に舞っている雪の大部分は積もった雪に由来するものである。
"
冬,"冬（ふゆ）は、四季の一つであり、一年の中で最も寒い期間・季節を指す。二十四節気や旧暦のように、一年中で最も太陽の高度が低く夜が長い期間を指すこともある。
"
冬休み,冬休み（ふゆやすみ）とは、冬の長期休暇のことである。学校における正式な名称では、冬季休業（とうききゅうぎょう）ということが多い。3学期制の学校では2学期と3学期の間におかれる。
フライパン,"フライパン（frying pan）は、主に焼く・炒めるなどの調理法で用いる調理器具であり、鍋（クッキングパン）の一種。ソテーパン、もしくはスキレット(skillet)と呼ばれる事もある。多種多様な利用が可能な万能鍋として用いられる事が多い。元来の英語としての""fry""はフランス語のソテーや若しくは中国語の爆(バオ)とほぼ同一の意味である。"
合成樹脂,合成樹脂（ごうせいじゅし、英: synthetic resin）とは、人為的に製造された、高分子化合物からなる物質を指す。合成でない天然樹脂には植物から採ったロジンや天然ゴム等があり、鉱物質ではアスファルトが代表例である。合成樹脂から紡糸された繊維は合成繊維と呼ばれ、合成樹脂は可塑性を持つものが多い。
ブラックホール,"ブラックホール（black hole）とは、極めて高密度かつ大質量で、強い重力のために物質だけでなく光さえ脱出することができない天体である。
"
プラネタリウム,"プラネタリウム（英: planetarium[脚注 1]）は、投影機から発した光をドーム状の天井の内側に設置された曲面スクリーンに映し出すことで星の像およびその運動を再現する設備あるいは施設を指す。プラネタリューム、プラネタリュウム、天象儀（てんしょうぎ）ともいう。プラネと略すこともある[脚注 2]。
"
フラミンゴ,"フラミンゴ (flamingo) は、鳥綱フラミンゴ目フラミンゴ科の総称である[1][2]。
"
プランクトン,"プランクトン（Plankton、浮遊生物）とは、水中や水面を漂って生活する生物の総称。様々な分類群に属する生物を含む。微小なものが多く、生態系では生態ピラミッドの下層を構成する重要なものである。
"
ブリ,ブリ（鰤、Amberjack、学名 Seriola quinqueradiata ）は、スズキ目アジ科に分類される海水魚の一種。北西太平洋に生息する回遊性の大型肉食魚である。日本では重要な食用魚であり、各地の文化や産業に深く関わる。
振り子,"振り子（ふりこ、英: pendulum）とは、空間固定点（支点）から吊るされ、重力の作用により、揺れを繰り返す物体である[1]。支点での摩擦や空気抵抗の無い理想の環境では永久に揺れ続ける。時計や地震計などに用いられる。
"
プリズム,プリズム（英語: prism[1]）とは、光を分散・屈折・全反射・複屈折させるための、周囲の空間とは屈折率の異なるガラス・水晶などの透明な媒質でできた多面体。
プリン,プリン
プリンター,プリンター（英: printer）は、印刷用の機器の総称である。印刷機（いんさつき）などとも呼ばれる[1]。
フルート,"フルートは木管楽器の一種で、リードを使わないエアリード（無簧）式の横笛である[1][2]。
"
ブルーベリー,ブルーベリー（英: blueberry）は、ツツジ科スノキ属シアノコカス節に分類される北アメリカ原産の落葉低木果樹の総称である。
ブルドーザー,ブルドーザー (Bulldozer) とは、土砂のかきおこしや盛土、整地に用いる建設機械のこと。ブルドーザともいう。
ブレーキ,"ブレーキ (Brake) は、運動、移動する物体の減速、あるいは停止を行う装置である。これらの動作を制動と呼ぶため、制動装置（せいどうそうち）ともいわれる。
"
プレート,"プレート（英: tectonic plate）は、地球の表面を覆う、十数枚の厚さ100kmほどの岩盤のこと。リソスフェア（岩石圏）とほぼ同じで、地殻とマントルの最上部を合わせたもの。
"
風呂,"風呂（ふろ）とは、温浴のためや、漆器に塗った漆（うるし）を乾燥させるために、専用の部屋や室（むろ）を蒸気などで満たした設備。また、水または温泉や水を沸かした湯を満たして人が浸かる浴槽（バスタブ）(en:Bathtub)や浴室・湯屋・湯殿、熱源からの遠赤外線を利用した（水を使用しない）砂風呂や岩盤風呂などの温浴を指しても使われる。
"
ブロッコリー,"ブロッコリー（英語: Broccoli、学名：Brassica oleracea var. italica）は、アブラナ科アブラナ属の緑黄色野菜。花を食用とするキャベツの一種がイタリアで品種改良され現在の姿になったとされる[1]。和名はメハナヤサイ（芽花野菜、芽花椰菜）、ミドリハナヤサイ（緑花野菜、緑花椰菜）。カリフラワーはブロッコリーの変種である[2]。単位は「株」である。
"
フロン類,"フロン類（フロンるい）は、炭素と水素の他、フッ素や塩素や臭素などハロゲンを多く含む化合物の総称。場合によって指す物質の範囲は異なる[1]。
"
噴火,"噴火（ふんか、英: eruption）とは、火山からマグマや火山灰などが比較的急速[1]に地表や水中に噴き出すことである。火山活動（かざんかつどう、英: volcanic activity）の一つで、マグマの性質によって、規模や様式にさまざまなものがある。気象庁では、火口から固形物が水平あるいは垂直距離でおよそ100 - 300mの範囲を越したものを「噴火」として記録することになっている[2]。
"
ブンチョウ,ブンチョウ（文鳥、Padda oryzivora）は、鳥綱スズメ目カエデチョウ科に分類される鳥類。
重し,重し（おもし、重石）とは、適度な重さを持った物で、その重さを利用して使用するもののこと。
ふんどし,褌（ふんどし）は、日本の伝統的な下着。褌には概ね帯状の布を身体に巻き付けて身体後部で完結するものと、紐を用いて輪状として用いて完結するものに大別されている。同様のものは世界各地に見られる[1]。
屁,"屁（へ）は、肛門から排出される気体で、腸で発生されるガスも含める。おなら、ガスともいう。
"
ベーグル,"ベーグル（英語：Bagel, イディッシュ語：בֵּיגַלֶה、בײגל、beygl, beygel）は、パンの一種。東欧系ユダヤ人の食べ物として知られる[1]。"
ベーコン,ベーコン（Bacon）とは、豚肉を塩漬けした食肉加工製品。
ペガスス座,"ペガスス座 (Pegasus) は、トレミーの48星座の1つ。比較的明るい星の多い有名な星座である。一般には英語読みのペガサスで知られ、しばしばペガサス座と呼ばれるが、日本語での正式な星座名はペガスス座という。
"
へそ,へそ（臍）は、腹部のまんなかの小さなへこみ。臍帯のとれた跡[1]。胎児期に母親から栄養や酸素の供給を受けていた管（へその緒）の痕跡である[2]。ほぞとも[1]。
ヘッドライト,ヘッドライト ヘッドランプともいうことがある
ヘビ,"ヘビ（蛇）は、爬虫綱有鱗目ヘビ亜目（Serpentes）に分類される爬虫類の総称。体が細長く、四肢がないのが特徴。ただし、同様の形の動物は他群にも存在。
"
ヘリコプター,"ヘリコプター（英: helicopter）は、エンジンの力で機体上部にあるメインローターと呼ばれる回転翼で揚力を発生し飛行する航空機の一種であり、回転翼機に分類される。
"
ヘルクレス座,"ヘルクレス座（Hercules）は、トレミーの48星座の1つ。ヘルクレス座は、全天で5番目に大きい星座である。あまり明るい星はない。ギリシア神話に登場する勇者ヘーラクレースにちなむが、日本語での正式な星座名は「ヘルクレス座」である。
"
舌,"舌（ぜつ、した[1]）は、動物の口の中にある器官。脊椎動物の舌は、筋肉でできた突起物である。筋肉を様々に動かすことで、形や位置を自在に変えることができ、食物を飲み込む際、言葉をしゃべる（構音）際などに使われるので、消化器、運動器の働きをもつといえる。その運動は非常に細かく、正確にコントロールすることが可能。また、哺乳類の舌には、味覚を感じる受容器である味蕾（みらい）があり、感覚器でもある。
"
ペン,"ペン（蘭: pen）とは、硬筆の筆記具のうち、インクによって書く物の総称である。例えば、サインペン、フェルトペン、ボールペンなど「ペン」と付く物の他に、万年筆などもペンに当たる。元々は羽根ペンのようなつけペン形式で、先端にインクを適宜付け、毛管現象などでインクを保持させつつ書く形態であった。近代以降、ペンにインクが内蔵された形態が発達した。
"
便,便（べん、びん）
ペンギン,"ペンギンは、鳥綱ペンギン目（Sphenisciformes）に属する種の総称である。ペンギン科（Spheniscidae）のみが現生する。
"
偏西風,"偏西風（へんせいふう、英語: Westerlies）とは北緯または南緯30度から60度付近にかけて中緯度上空にみられる定在的な西寄りの風のこと。偏西風は熱帯地域の加熱を中心とするハドレー循環と極地域の冷却を中心とする極循環の二つの子午面循環の間の層厚の違いにより発生する。偏西風は高度とともに強くなり対流圏界面付近で風速が最大となり（温度風を参照）特に、冬季には対流圏界面付近で毎秒100mに達し、ジェット気流とよばれる。また、天候を西から東に変える原動力でもある。赤道と極の温度差が大きくなると偏西風は南北に蛇行するようになる（傾圧不安定）。この蛇行を偏西風波動という。季節により循環の位置は移動するので、偏西風域も移動する。偏西風波動は中緯度における赤道と両極の間の熱輸送を担っており（フェレル循環）、低気圧や高気圧の盛衰を支配している。偏西風の蛇行が大きくなるとブロッキング現象が発生し長期的な異常天候をもたらすことがある。日本上空においては、高層天気図の200hPa図がおおよその目安となる。
"
ペンチ,"ペンチとは、先端同士が噛み合う構造の2つの金属製ステーをピボット（軸）で結合し、自由に開閉できる構造をした工具である。
"
便秘,"便秘（べんぴ、英: constipation）とは、ヒト（または他の動物）において便の排泄が困難になっている状態の総称である。原因は消化器の狭窄や閉塞による便の通過障害、臨床的には異常を認めない慢性型機能性便秘など多岐にわたる。自覚症状として、血便、腹痛、吐き気、直腸残便感、腹部膨満感、下腹部痛、食欲不振、めまい等のほか、肩や背中に放散痛を伴う場合がある[1]。
"
ポインセチア,"ポインセチア（英名poinsettia、学名 Euphorbia pulcherrima）はトウダイグサ科トウダイグサ属の植物。常緑性低木。学術上の標準和名はショウジョウボクであり、ポインセチアは通名である。日本では11月から12月ごろに茎の上にある葉が赤や桃色や乳白色に美しく色付く。クリスマスが近くなると花屋に鉢物が出回ることから「クリスマスフラワー」とも呼ばれる。そのため日本では仲冬（大雪から小寒の前日まで）の季語とされている[1]。
"
方位,"方位（ほうい）とは、ある地点における水平面内の方向を、基準となる一定の方向との関係で表した物。または、基準となるべき幾つかの方向に付けた名称である。方角（ほうがく）もほぼ同義である。
"
望遠鏡,"望遠鏡（ぼうえんきょう）とは、遠くにある物体を可視光線・赤外線・X線・電波などの電磁波を捕えて観測する装置である。古くは「遠眼鏡（とおめがね）」とも呼ばれた。
"
鳳凰,鳳凰（ほうおう）は、中国神話の伝説の鳥、霊鳥である。鳳皇とも。日本や朝鮮など東アジア全域にわたって、装飾やシンボル、物語・説話・説教などで登場する。
彗星,"彗星（すいせい、英語: comet）は、太陽系小天体のうち主に氷や塵などでできており、太陽に近づいて一時的な大気であるコマや、コマの物質が流出した尾（テイル）を生じるものを指す。
"
防空壕,防空壕（ぼうくうごう）は、敵方の航空機の攻撃（空爆、機銃掃射）およびミサイル攻撃から避難するために地下に造られた施設。避難壕（シェルター）の一種である。
方言,"方言（ほうげん）は、ある言語が地域によって別々な発達をし、音韻・文法・語彙(ごい)などの上で相違のあるいくつかの言語圏に分かれた、と見なされたときの、それぞれの地域の言語体系のこと[1]。ある地域での（他の地域とは異なった面をもつ）言語体系のこと。地域方言とも言い、普通、「方言」と言うと地域方言を指す。一方、同一地域内にあっても、社会階層や民族の違いなどによって言語体系が違う場合は社会方言と言う[2]。
"
防災,"防災（ぼうさい）とは、災害を未然に防ぐために行われる取り組み。災害を未然に防ぐ被害抑止のみを指す場合もあれば、被害の拡大を防ぐ被害軽減や、被災からの復旧まで含める場合もある[2][3]。災害の概念は広いので、自然災害のみならず、人為的災害への対応も含めることがある。
"
帽子,帽子（ぼうし）は、防暑、防寒、防砂、装飾を主な目的として頭にかぶる衣類の一種[1]。
ほうじ茶,"ほうじ茶（焙じ茶、ほうじちゃ）とは、日本の緑茶の一種であり、茶葉を焙（ほう）じて飲用に供するものを指す。一般に、煎茶や番茶、茎茶を炒った（焙<ほう>じた）もの、すなわち焙煎（ばいせん）したものである。ほうじ茶は独特の香ばしさがあり、苦みや渋みはほとんどなく、口当たりはあっさりしている。刺激が少なく胃にやさしいため、食事中のお茶に向く[2]。ほうじ茶飲用の風習は、地方によってかなり相違がある。
"
放射線,"放射線（ほうしゃせん、英: radiation、radial rays）とは、高い運動エネルギーをもって流れる物質粒子（アルファ線、ベータ線、中性子線、陽子線、重イオン線、中間子線など[1]の粒子放射線）と高エネルギーの電磁波（ガンマ線とX線のような電磁放射線）の総称をいう[2][注釈 1]。「放射線」に全ての電磁波を含め、電離を起こすエネルギーの高いものを電離放射線、そうでないものを非電離放射線とに分けることもあるが、一般に「放射線」とだけいうと、高エネルギーの電離放射線の方を指していることが多い
[注釈 2][注釈 3]。
"
ホウセンカ,ホウセンカ（鳳仙花、学名：Impatiens balsamina）はツリフネソウ科ツリフネソウ属の一年草。東南アジア原産。観賞用によく栽培される。
宝石,"宝石（ほうせき）とは、希少性が高く美しい外観を有する固形物のこと。一般的に外観が美しく、アクセサリーなどに使用される鉱物を言う。
"
包帯,包帯（ほうたい、英: bandage）は、傷や出血などの箇所に、包帯での圧迫によって出血を止めたり、吸水性の高い綿で血や膿などを吸収させたり、あるいは清潔を保つために当てる保護ガーゼを固定するガーゼ生地の布である。繃帯（繃は、つかねる、まく、つつむの意）とも表記される（そもそも「繃帯」は bandage の音訳）。
包丁,包丁（ほうちょう、庖丁とも）とは、食材を切断または加工するための刃物で、調理器具の一種である。
防波堤,防波堤（ぼうはてい）は、外洋から打ち寄せる波を防ぐために海中に設置された構造物である。その目的は、波浪から港湾の内部を安静に保つことや、津波や高潮の被害から陸域を守ること、あるいは海岸の侵食を防ぐことなどである。
ボール,"ボール（ball）はゲーム（球技や遊戯）などに使う球形の用具。中は空洞で球形の皮膜や外殻に包まれていることが多いが、中まで詰まったボール（例：ビリヤードの球や、芯にコルクなどを利用する野球ボール）や球形でないボール（例：ラグビーやアメリカンフットボールの長球形のボール）もある。
"
ホオズキ,ホオズキ（鬼灯、鬼燈、酸漿）は、ナス科ホオズキ属の多年草。またはその果実。カガチ、ヌカヅキとも言う。原産地は東南アジアで、近縁種が南欧やアメリカ大陸など温帯に自生している。主に観賞用や食用として栽培されるが、野生のものもある。
ホオノキ,ホオノキ（朴の木、Magnolia obovata、シノニム：M. hypoleuca）はモクレン科の落葉高木。
牧草,牧草（ぼくそう）は、家畜の飼育に使用される草本類のこと。牧畜に用いられる。
北斗七星,"北斗七星（ほくとしちせい、英：Big Dipper、Plough）は、おおぐま座の腰から尻尾を構成する7つの明るい恒星で象られる星列のこと。北斗、北斗星、七つの星、七曜の星とも呼ばれる。柄杓の形をしているため、それを意味する「斗」の名が付けられている。日本では四三の星[1]、七剣星とも呼ばれた。3等星であるδ星を除く6星は全て2等星である。このため春の星空で目立ちやすく、世界各地で様々な神話が作られている。
"
保健所,"保健所（ほけんしょ、ほけんじょとも言う）とは地域住民の健康や衛生を支える公的機関の一つであり、地域保健法に基づき都道府県、政令指定都市、中核市、施行時特例市、その他指定された市（保健所設置市）、特別区が設置する。
"
星,"星（ほし）
"
干し草,干し草（ほしくさ）とは、主に家畜の飼料として用いられる、草を刈り取って乾燥させたもののことである。多くの場合、ライムギやクローバー、アルファルファ等が用いられる。通常は柔らかく栄養価の高い草から作られるが、気温の高い乾燥地帯では、やむを得ず非常に硬い栄養価の低い草から作られることもある。
星空,"星空（ほしぞら）とは、晴れていて星が多く見える夜の空の事である。「日中の晴れている空」、いわゆる青空が空と同一視されるのと同様、夜や夜空の別表現で用いられる事が多い。
"
ホタテガイ,"ホタテガイ（帆立貝、学名：Mizuhopecten yessoensis）は、二枚貝綱- 翼形亜綱- イタヤガイ科のMizuhopecten 属に分類される軟体動物の一種（1種）。通称、ホタテ(帆立)。寒冷海洋性
"
ぼたもち,"ぼたもち（牡丹餅）とは、もち米とうるち米を混ぜたもの（または単にもち米）を、蒸すあるいは炊き、米粒が残る程度に軽く搗いて丸めたものに、餡をまぶした食べ物である。米を半分潰すことから「はんごろし」と呼ばれることもある[1][2][3]。同様の食べ物に「おはぎ」（御萩）あるいは「はぎのもち」（萩の餅）と呼ばれる食べ物があるが「ぼたもち」との関係については諸説ある（#名称を参照）。おもにお彼岸の供物として食される。
"
ボタン (植物),ボタン（牡丹、学名：Paeonia suffruticosa）は、ボタン科ボタン属の落葉小低木。
ステープラー,ステープラー（英語: Stapler）またはホチキス、ホッチキス、紙綴器（かみつづき）とは、紙に「コ」の字形の針（ステープル、英語: Staple）を刺し通し、針先の部分を両側から平らに曲げて、紙を綴じる文具である。JIS規格上の名称はステープラ。ごく限られているが、ジョイント（宮城県北部等）、ガッチャンコ（北東北等）と呼ぶ地域もある。
北極,北極（ほっきょく、英: Arctic）とは、地球などの惑星・天体の地軸と地表が交わる点のうち、北側のものである北極点の周辺地域、もしくは北極点そのものを指す。地球上では北極海などを含む地域で、特に白夜・極夜の見られる区域を北極圏と呼ぶ。
ホッキョクグマ,ホッキョクグマ（北極熊、Ursus maritimus）は、クマ科クマ属に分類される食肉類。
北極星,"北極星（ほっきょくせい、pole star）とは、天の北極に最も近い輝星を意味する。
"
ホッケ,ホッケ（、「𩸽」Unicode: U+29E3D、Pleurogrammus azonus）とはアイナメ科ホッケ亜科に属する冷水性の魚。成長にしたがって、アオボッケ、ロウソクボッケ、マボッケ、ネボッケと呼び名が変わる。地方名には、タラバホッケ、チュウホッケ、ドモシジュウ、ホッキ、ボッケアなどがある。
ホットケーキ,ホットケーキ（米: hotcake）とは、小麦粉に卵やベーキングパウダー、砂糖、牛乳、水などを混ぜ、フライパンで両面を焼いた料理。
ポップコーン,ポップコーン（popcorn）とは、トウモロコシを炒った食品である。主にスナック菓子として食されている。
ポテトチップス,ポテトチップス (potato chips) は、ジャガイモを薄切りにして冷水で短時間さらした後、高温の油で軽く色づくまで揚げ[4]、それを塩や香辛料で味付けしたスナック菓子のこと。ポテトチップ とも呼ばれる。日本では「ポテチ」「チップス」などと省略される場合がある。
歩道橋,歩道橋（ほどうきょう）
仏 (曖昧さ回避),佛がもとの漢字。国語国字改革以後は「仏」（当用漢字、常用漢字）。
ホトケノザ,ホトケノザ（仏の座、学名: Lamium amplexicaule）とは、シソ科オドリコソウ属の一年草あるいは越年草である。サンガイグサという別名も持つ。なお、春の七草に数えられる「仏の座」とは異なる。
